city,city_ascii,state_id,state_name,county_name,population,state_hierarchy,county_hierarchy,city_hierarchy
Florence,Florence,SC,South Carolina,Florence,93131,world.usa.south carolina,world.usa.south carolina.florence,world.usa.south carolina.florence.florence
Mount Pleasant,Mount Pleasant,SC,South Carolina,Charleston,91684,world.usa.south carolina,world.usa.south carolina.charleston,world.usa.south carolina.charleston.mount pleasant
Sioux Falls,Sioux Falls,SD,South Dakota,Minnehaha,187239,world.usa.south dakota,world.usa.south dakota.minnehaha,world.usa.south dakota.minnehaha.sioux falls
Rapid City,Rapid City,SD,South Dakota,Pennington,92664,world.usa.south dakota,world.usa.south dakota.pennington,world.usa.south dakota.pennington.rapid city
Aberdeen,Aberdeen,SD,South Dakota,Brown,28134,world.usa.south dakota,world.usa.south dakota.brown,world.usa.south dakota.brown.aberdeen
Brookings,Brookings,SD,South Dakota,Brookings,24887,world.usa.south dakota,world.usa.south dakota.brookings,world.usa.south dakota.brookings.brookings
Watertown,Watertown,SD,South Dakota,Codington,21790,world.usa.south dakota,world.usa.south dakota.codington,world.usa.south dakota.codington.watertown
Mitchell,Mitchell,SD,South Dakota,Davison,15372,world.usa.south dakota,world.usa.south dakota.davison,world.usa.south dakota.davison.mitchell
Yankton,Yankton,SD,South Dakota,Yankton,14872,world.usa.south dakota,world.usa.south dakota.yankton,world.usa.south dakota.yankton.yankton
Pierre,Pierre,SD,South Dakota,Hughes,14659,world.usa.south dakota,world.usa.south dakota.hughes,world.usa.south dakota.hughes.pierre
Huron,Huron,SD,South Dakota,Beadle,13427,world.usa.south dakota,world.usa.south dakota.beadle,world.usa.south dakota.beadle.huron
Spearfish,Spearfish,SD,South Dakota,Lawrence,12836,world.usa.south dakota,world.usa.south dakota.lawrence,world.usa.south dakota.lawrence.spearfish
Nashville,Nashville,TN,Tennessee,Davidson,1081903,world.usa.tennessee,world.usa.tennessee.davidson,world.usa.tennessee.davidson.nashville
Memphis,Memphis,TN,Tennessee,Shelby,1066967,world.usa.tennessee,world.usa.tennessee.shelby,world.usa.tennessee.shelby.memphis
Knoxville,Knoxville,TN,Tennessee,Knox,586048,world.usa.tennessee,world.usa.tennessee.knox,world.usa.tennessee.knox.knoxville
Chattanooga,Chattanooga,TN,Tennessee,Hamilton,415501,world.usa.tennessee,world.usa.tennessee.hamilton,world.usa.tennessee.hamilton.chattanooga
Clarksville,Clarksville,TN,Tennessee,Montgomery,188746,world.usa.tennessee,world.usa.tennessee.montgomery,world.usa.tennessee.montgomery.clarksville
Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,179951,world.usa.tennessee,world.usa.tennessee.rutherford,world.usa.tennessee.rutherford.murfreesboro
Johnson City,Johnson City,TN,Tennessee,Washington,127571,world.usa.tennessee,world.usa.tennessee.washington,world.usa.tennessee.washington.johnson city
Kingsport,Kingsport,TN,Tennessee,Sullivan,119666,world.usa.tennessee,world.usa.tennessee.sullivan,world.usa.tennessee.sullivan.kingsport
Franklin,Franklin,TN,Tennessee,Williamson,83097,world.usa.tennessee,world.usa.tennessee.williamson,world.usa.tennessee.williamson.franklin
Jackson,Jackson,TN,Tennessee,Madison,74065,world.usa.tennessee,world.usa.tennessee.madison,world.usa.tennessee.madison.jackson
Dallas,Dallas,TX,Texas,Dallas,5743938,world.usa.texas,world.usa.texas.dallas,world.usa.texas.dallas.dallas
Houston,Houston,TX,Texas,Harris,5464251,world.usa.texas,world.usa.texas.harris,world.usa.texas.harris.houston
San Antonio,San Antonio,TX,Texas,Bexar,2049293,world.usa.texas,world.usa.texas.bexar,world.usa.texas.bexar.san antonio
Austin,Austin,TX,Texas,Travis,1687311,world.usa.texas,world.usa.texas.travis,world.usa.texas.travis.austin
Fort Worth,Fort Worth,TX,Texas,Tarrant,909585,world.usa.texas,world.usa.texas.tarrant,world.usa.texas.tarrant.fort worth
El Paso,El Paso,TX,Texas,El Paso,843386,world.usa.texas,world.usa.texas.el paso,world.usa.texas.el paso.el paso
McAllen,McAllen,TX,Texas,Hidalgo,804114,world.usa.texas,world.usa.texas.hidalgo,world.usa.texas.hidalgo.mcallen
Denton,Denton,TX,Texas,Denton,457177,world.usa.texas,world.usa.texas.denton,world.usa.texas.denton.denton
Arlington,Arlington,TX,Texas,Tarrant,398854,world.usa.texas,world.usa.texas.tarrant,world.usa.texas.tarrant.arlington
Corpus Christi,Corpus Christi,TX,Texas,Nueces,342464,world.usa.texas,world.usa.texas.nueces,world.usa.texas.nueces.corpus christi
Salt Lake City,Salt Lake City,UT,Utah,Salt Lake,1098526,world.usa.utah,world.usa.utah.salt lake,world.usa.utah.salt lake.salt lake city
Ogden,Ogden,UT,Utah,Weber,578523,world.usa.utah,world.usa.utah.weber,world.usa.utah.weber.ogden
Provo,Provo,UT,Utah,Utah,500617,world.usa.utah,world.usa.utah.utah,world.usa.utah.utah.provo
West Valley City,West Valley City,UT,Utah,Salt Lake,135248,world.usa.utah,world.usa.utah.salt lake,world.usa.utah.salt lake.west valley city
St. George,St. George,UT,Utah,Washington,120899,world.usa.utah,world.usa.utah.washington,world.usa.utah.washington.st. george
West Jordan,West Jordan,UT,Utah,Salt Lake,116480,world.usa.utah,world.usa.utah.salt lake,world.usa.utah.salt lake.west jordan
Logan,Logan,UT,Utah,Cache,101616,world.usa.utah,world.usa.utah.cache,world.usa.utah.cache.logan
Orem,Orem,UT,Utah,Utah,97828,world.usa.utah,world.usa.utah.utah,world.usa.utah.utah.orem
Sandy,Sandy,UT,Utah,Salt Lake,96380,world.usa.utah,world.usa.utah.salt lake,world.usa.utah.salt lake.sandy
Layton,Layton,UT,Utah,Davis,78014,world.usa.utah,world.usa.utah.davis,world.usa.utah.davis.layton
Burlington,Burlington,VT,Vermont,Chittenden,109763,world.usa.vermont,world.usa.vermont.chittenden,world.usa.vermont.chittenden.burlington
Barre,Barre,VT,Vermont,Washington,20421,world.usa.vermont,world.usa.vermont.washington,world.usa.vermont.washington.barre
South Burlington,South Burlington,VT,Vermont,Chittenden,19509,world.usa.vermont,world.usa.vermont.chittenden,world.usa.vermont.chittenden.south burlington
Rutland,Rutland,VT,Vermont,Rutland,18131,world.usa.vermont,world.usa.vermont.rutland,world.usa.vermont.rutland.rutland
Essex Junction,Essex Junction,VT,Vermont,Chittenden,10852,world.usa.vermont,world.usa.vermont.chittenden,world.usa.vermont.chittenden.essex junction
St. Albans,St. Albans,VT,Vermont,Franklin,8900,world.usa.vermont,world.usa.vermont.franklin,world.usa.vermont.franklin.st. albans
Bennington,Bennington,VT,Vermont,Bennington,8836,world.usa.vermont,world.usa.vermont.bennington,world.usa.vermont.bennington.bennington
Montpelier,Montpelier,VT,Vermont,Washington,7372,world.usa.vermont,world.usa.vermont.washington,world.usa.vermont.washington.montpelier
Winooski,Winooski,VT,Vermont,Chittenden,7333,world.usa.vermont,world.usa.vermont.chittenden,world.usa.vermont.chittenden.winooski
Middlebury,Middlebury,VT,Vermont,Addison,6855,world.usa.vermont,world.usa.vermont.addison,world.usa.vermont.addison.middlebury
Virginia Beach,Virginia Beach,VA,Virginia,Virginia Beach,1478868,world.usa.virginia,world.usa.virginia.virginia beach,world.usa.virginia.virginia beach.virginia beach
Richmond,Richmond,VA,Virginia,Richmond,1075798,world.usa.virginia,world.usa.virginia.richmond,world.usa.virginia.richmond.richmond
Chesapeake,Chesapeake,VA,Virginia,Chesapeake,244835,world.usa.virginia,world.usa.virginia.chesapeake,world.usa.virginia.chesapeake.chesapeake
Norfolk,Norfolk,VA,Virginia,Norfolk,242742,world.usa.virginia,world.usa.virginia.norfolk,world.usa.virginia.norfolk.norfolk
Arlington,Arlington,VA,Virginia,Arlington,231803,world.usa.virginia,world.usa.virginia.arlington,world.usa.virginia.arlington.arlington
Roanoke,Roanoke,VA,Virginia,Roanoke,214674,world.usa.virginia,world.usa.virginia.roanoke,world.usa.virginia.roanoke.roanoke
Newport News,Newport News,VA,Virginia,Newport News,179225,world.usa.virginia,world.usa.virginia.newport news,world.usa.virginia.newport news.newport news
Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,168909,world.usa.virginia,world.usa.virginia.fredericksburg,world.usa.virginia.fredericksburg.fredericksburg
Alexandria,Alexandria,VA,Virginia,Alexandria,159428,world.usa.virginia,world.usa.virginia.alexandria,world.usa.virginia.alexandria.alexandria
Hampton,Hampton,VA,Virginia,Hampton,134510,world.usa.virginia,world.usa.virginia.hampton,world.usa.virginia.hampton.hampton
Seattle,Seattle,WA,Washington,King,3789215,world.usa.washington,world.usa.washington.king,world.usa.washington.king.seattle
Spokane,Spokane,WA,Washington,Spokane,412275,world.usa.washington,world.usa.washington.spokane,world.usa.washington.spokane.spokane
Kennewick,Kennewick,WA,Washington,Benton,240735,world.usa.washington,world.usa.washington.benton,world.usa.washington.benton.kennewick
Bremerton,Bremerton,WA,Washington,Kitsap,218400,world.usa.washington,world.usa.washington.kitsap,world.usa.washington.kitsap.bremerton
Tacoma,Tacoma,WA,Washington,Pierce,217827,world.usa.washington,world.usa.washington.pierce,world.usa.washington.pierce.tacoma
Olympia,Olympia,WA,Washington,Thurston,200915,world.usa.washington,world.usa.washington.thurston,world.usa.washington.thurston.olympia
Vancouver,Vancouver,WA,Washington,Clark,184463,world.usa.washington,world.usa.washington.clark,world.usa.washington.clark.vancouver
Marysville,Marysville,WA,Washington,Snohomish,170009,world.usa.washington,world.usa.washington.snohomish,world.usa.washington.snohomish.marysville
Bellevue,Bellevue,WA,Washington,King,148164,world.usa.washington,world.usa.washington.king,world.usa.washington.king.bellevue
Yakima,Yakima,WA,Washington,Yakima,133191,world.usa.washington,world.usa.washington.yakima,world.usa.washington.yakima.yakima
Huntington,Huntington,WV,West Virginia,Cabell,186034,world.usa.west virginia,world.usa.west virginia.cabell,world.usa.west virginia.cabell.huntington
Charleston,Charleston,WV,West Virginia,Kanawha,138706,world.usa.west virginia,world.usa.west virginia.kanawha,world.usa.west virginia.kanawha.charleston
Wheeling,Wheeling,WV,West Virginia,Ohio,75392,world.usa.west virginia,world.usa.west virginia.ohio,world.usa.west virginia.ohio.wheeling
Morgantown,Morgantown,WV,West Virginia,Monongalia,72458,world.usa.west virginia,world.usa.west virginia.monongalia,world.usa.west virginia.monongalia.morgantown
Weirton,Weirton,WV,West Virginia,Hancock,65578,world.usa.west virginia,world.usa.west virginia.hancock,world.usa.west virginia.hancock.weirton
Parkersburg,Parkersburg,WV,West Virginia,Wood,62566,world.usa.west virginia,world.usa.west virginia.wood,world.usa.west virginia.wood.parkersburg
Beckley,Beckley,WV,West Virginia,Raleigh,57942,world.usa.west virginia,world.usa.west virginia.raleigh,world.usa.west virginia.raleigh.beckley
Bluefield,Bluefield,WV,West Virginia,Mercer,40640,world.usa.west virginia,world.usa.west virginia.mercer,world.usa.west virginia.mercer.bluefield
Clarksburg,Clarksburg,WV,West Virginia,Harrison,40403,world.usa.west virginia,world.usa.west virginia.harrison,world.usa.west virginia.harrison.clarksburg
Fairmont,Fairmont,WV,West Virginia,Marion,32847,world.usa.west virginia,world.usa.west virginia.marion,world.usa.west virginia.marion.fairmont
Milwaukee,Milwaukee,WI,Wisconsin,Milwaukee,1365787,world.usa.wisconsin,world.usa.wisconsin.milwaukee,world.usa.wisconsin.milwaukee.milwaukee
Madison,Madison,WI,Wisconsin,Dane,447245,world.usa.wisconsin,world.usa.wisconsin.dane,world.usa.wisconsin.dane.madison
Appleton,Appleton,WI,Wisconsin,Outagamie,220570,world.usa.wisconsin,world.usa.wisconsin.outagamie,world.usa.wisconsin.outagamie.appleton
Green Bay,Green Bay,WI,Wisconsin,Brown,207557,world.usa.wisconsin,world.usa.wisconsin.brown,world.usa.wisconsin.brown.green bay
Racine,Racine,WI,Wisconsin,Racine,130142,world.usa.wisconsin,world.usa.wisconsin.racine,world.usa.wisconsin.racine.racine
Kenosha,Kenosha,WI,Wisconsin,Kenosha,124972,world.usa.wisconsin,world.usa.wisconsin.kenosha,world.usa.wisconsin.kenosha.kenosha
Eau Claire,Eau Claire,WI,Wisconsin,Eau Claire,107404,world.usa.wisconsin,world.usa.wisconsin.eau claire,world.usa.wisconsin.eau claire.eau claire
La Crosse,La Crosse,WI,Wisconsin,La Crosse,100693,world.usa.wisconsin,world.usa.wisconsin.la crosse,world.usa.wisconsin.la crosse.la crosse
Oshkosh,Oshkosh,WI,Wisconsin,Winnebago,75536,world.usa.wisconsin,world.usa.wisconsin.winnebago,world.usa.wisconsin.winnebago.oshkosh
Wausau,Wausau,WI,Wisconsin,Marathon,73593,world.usa.wisconsin,world.usa.wisconsin.marathon,world.usa.wisconsin.marathon.wausau
Cheyenne,Cheyenne,WY,Wyoming,Laramie,79484,world.usa.wyoming,world.usa.wyoming.laramie,world.usa.wyoming.laramie.cheyenne
Casper,Casper,WY,Wyoming,Natrona,67598,world.usa.wyoming,world.usa.wyoming.natrona,world.usa.wyoming.natrona.casper
Gillette,Gillette,WY,Wyoming,Campbell,36032,world.usa.wyoming,world.usa.wyoming.campbell,world.usa.wyoming.campbell.gillette
Laramie,Laramie,WY,Wyoming,Albany,33929,world.usa.wyoming,world.usa.wyoming.albany,world.usa.wyoming.albany.laramie
Rock Springs,Rock Springs,WY,Wyoming,Sweetwater,25913,world.usa.wyoming,world.usa.wyoming.sweetwater,world.usa.wyoming.sweetwater.rock springs
Sheridan,Sheridan,WY,Wyoming,Sheridan,19320,world.usa.wyoming,world.usa.wyoming.sheridan,world.usa.wyoming.sheridan.sheridan
Jackson,Jackson,WY,Wyoming,Teton,12576,world.usa.wyoming,world.usa.wyoming.teton,world.usa.wyoming.teton.jackson
Riverton,Riverton,WY,Wyoming,Fremont,12445,world.usa.wyoming,world.usa.wyoming.fremont,world.usa.wyoming.fremont.riverton
Green River,Green River,WY,Wyoming,Sweetwater,11906,world.usa.wyoming,world.usa.wyoming.sweetwater,world.usa.wyoming.sweetwater.green river
Evanston,Evanston,WY,Wyoming,Uinta,11319,world.usa.wyoming,world.usa.wyoming.uinta,world.usa.wyoming.uinta.evanston
