key,chosen_impact,title,relevance
OH-HB528-Y2020,Jobs,"Amends law relating to insurers being credited for reinsurance. ","(NLU)'Reinsurance' => 'None', 'Insurance' => 'None', 'Actuarial science' => 'Jobs', 'United States' => 'Location', 'Financial reinsurance' => 'None'"
OH-HB529-Y2020,None,"Audit performance of schools with academic distress commissions. ","(NLU)'Auditing' => 'None', 'Audit' => 'None', 'Financial audit' => 'None', 'High school' => 'Education', 'External auditor' => 'None'"
OH-HB53-Y2019,Transportation,"Designate PFC George Dennis McClelland Memorial Highway. ","(NLU)'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Motorway' => 'Transportation', 'Freeway' => 'Transportation', 'Autobahn' => 'Transportation'"
OH-HB530-Y2020,Jobs,"Regards state retirement system fiduciary duties/fees/pay. ","(NLU)'Board of directors' => 'None', 'Fiduciary' => 'None', 'Trustee' => 'None', 'Trust law' => 'None', 'Investment' => 'Jobs'"
OH-HB531-Y2020,Jobs,"Audit JobsOhio/include enterprise acquisition project. ","(NLU)'Financial audit' => 'None', 'Certified Public Accountant' => 'None', 'Auditing' => 'None', 'Audit' => 'None', 'Corporate governance' => 'Jobs'"
OH-HB532-Y2020,None,"Adopt standards for mental health education. ","(NLU)'High school' => 'Education', 'School district' => 'Education', 'School' => 'Education', 'Curriculum' => 'Education', 'College' => 'Education'"
OH-HB533-Y2020,None,"Address women-s policy and research. ","(NLU)'Member of Parliament' => 'None', 'United States House of Representatives' => 'None', 'Public policy' => 'None', 'Government' => 'None', 'Policy analysis' => 'Unknown'"
OH-HB534-Y2020,Healthcare,"Regards identifying information in workers- comp claims. ","(NLU)'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Medicine' => 'Healthcare', 'Managed care' => 'Healthcare', 'Healthcare' => 'Healthcare'"
OH-HB535-Y2020,None,"Prohibit discrimination based on hair texture and styles. ","(NLU)'High school' => 'Education', 'School types' => 'Education', 'Secondary education' => 'Education', 'College' => 'Education', 'School' => 'Education'"
OH-HB536-Y2020,Jobs,"Regards state benefit eligibility if relocate call center abroad. ","(NLU)'Employment' => 'Jobs', 'U.S. state' => 'None', 'Government agency' => 'None', 'United States' => 'Location', 'Thermodynamics' => 'None'"
OH-HB537-Y2020,Jobs,"Create Fallen Timbers Battlefield license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB538-Y2020,Healthcare,"Prohibit abortions based upon condition precedent. ","(NLU)'Pregnancy' => 'Healthcare', 'Abortion' => 'Healthcare', 'Fetus' => 'Healthcare', 'Childbirth' => 'Healthcare', 'Fertility' => 'Healthcare'"
OH-HB539-Y2020,Safety,"Permit township police to enforce traffic laws on interstates. ","(NLU)'Constable' => 'None', 'Police' => 'Safety', 'Interstate Highway System' => 'Transportation', 'Criminal law' => 'None', 'Crime' => 'Safety'"
OH-HB54-Y2019,None,"Increase tax revenue allocated to the Local Government Fund. ","(NLU)'Revise' => 'Unknown'"
OH-HB540-Y2020,None,"Create automated voter registration and verification. ","(NLU)'Elections' => 'None', 'Voter turnout' => 'None', 'Voter registration' => 'None', 'Referendum' => 'None', 'General election' => 'None'"
OH-HB541-Y2020,None,"Regards valuation adjustments for destroyed or injured property. ","(NLU)'Property' => 'None', 'Tax' => 'None', 'Ownership' => 'None', 'Oath' => 'None', 'Title' => 'None'"
OH-HB542-Y2020,Healthcare,"Revise OPFPF disability determination procedures. ","(NLU)'Physical examination' => 'Healthcare', 'Medical record' => 'Healthcare', 'Evidence' => 'None'"
OH-HB543-Y2020,Healthcare,"Regards Uniform Duties to Incapacitated Persons Act/identifiers. ","(NLU)'Emergency medical services' => 'Healthcare', 'Medicine' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Paramedic' => 'Healthcare', 'Ambulance' => 'Healthcare'"
OH-HB544-Y2020,Jobs,"Creates Cuyahoga Valley Scenic Railroad license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB545-Y2020,Environment,"Establish conditions for sale of brine as a commodity. ","(NLU)'Volatile organic compound' => 'Environment', 'Requirement' => 'None', 'Sale' => 'None', 'The Sale' => 'None', 'Water' => 'Environment'"
OH-HB546-Y2020,Transportation,"Alter definitions-hybrid/plug-in vehicles/halve registration fee. ","(NLU)'Vehicle' => 'Transportation', 'Gross vehicle weight rating' => 'Transportation', 'Vehicles' => 'Transportation', 'Automobile' => 'Transportation', 'Vehicle law' => 'Transportation'"
OH-HB547-Y2020,Healthcare,"Restrict cost sharing-occupational/physical therapists. ","(NLU)'Therapy' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Health insurance' => 'Healthcare', 'Physical therapy' => 'Healthcare', 'Allied Health Professions' => 'Healthcare'"
OH-HB548-Y2020,Healthcare,"Designate Sarcoidosis Awareness Month. ","(NLU)'Lymphatic system' => 'Healthcare', 'Akron, Ohio' => 'Location', 'Ohio' => 'Location', 'State' => 'None', 'Lymph node' => 'Healthcare'"
OH-HB549-Y2020,Safety,"Regards operation/accountability of community schools. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Mandamus' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB55-Y2019,Environment,"Require oil and gas well royalty statements. ","(NLU)'Petroleum' => 'Environment', 'Cubic foot' => 'None', 'Barrel' => 'None', 'Natural gas' => 'Environment', 'Imperial units' => 'Unknown'"
OH-HB550-Y2020,Healthcare,"Change motorcycle safety and education program. ","(NLU)'Corporation' => 'None', 'Christopher Nolan' => 'Healthcare', 'Management' => 'None', 'Education' => 'Education', 'Teacher' => 'Jobs'"
OH-HB551-Y2020,Healthcare,"Change laws relating to euthanasia of animals. ","(NLU)'Emergency medical services' => 'Healthcare', 'Pharmacology' => 'Healthcare', 'Drug addiction' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Health care' => 'Healthcare'"
OH-HB552-Y2020,Safety,"Regards parole for offenders who committed offense when under 18. ","(NLU)'Supreme Court of the United States' => 'None', 'Life imprisonment' => 'Safety', 'Murder' => 'Safety', 'Jury' => 'None', 'Criminal law' => 'None'"
OH-HB553-Y2020,Environment,"Specify open hunting of coyotes. ","(NLU)'Hunting' => 'None', 'Centrarchidae' => 'None', 'Smallmouth bass' => 'Environment', 'Ameiurus' => 'None', 'Fish' => 'None'"
OH-HB554-Y2020,Healthcare,"Authorize pregnant minor to consent to health care. ","(NLU)'Health care' => 'Healthcare', 'Medicine' => 'Healthcare', 'Pregnancy' => 'Healthcare', 'Child abuse' => 'Safety', 'Neglect' => 'Safety'"
OH-HB555-Y2020,Safety,"Change child support laws with regard to caretakers. ","(NLU)'Child custody' => 'Safety', 'Child support' => 'Safety', 'Divorce' => 'None', 'Appeal' => 'None', 'Marriage' => 'None'"
OH-HB556-Y2020,Healthcare,"Provide benefits for first responders with PTSD. ","(NLU)'Emergency medical technician' => 'Healthcare', 'Emergency medical services' => 'Healthcare', 'Firefighter' => 'Safety', 'Posttraumatic stress disorder' => 'Healthcare', 'Emergency management' => 'Safety'"
OH-HB557-Y2020,Healthcare,"Allow public bodies-video meetings during health emergency. ","(NLU)'Epidemiology' => 'Healthcare', 'Meeting' => 'None', 'Teleconference' => 'Jobs', 'Meetings' => 'None', 'Ohio' => 'Location'"
OH-HB558-Y2020,Safety,"Child abuse in military families-report to military authorities. ","(NLU)'Child abuse' => 'Safety', 'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Neglect' => 'Safety', 'Reasonable person' => 'None'"
OH-HB559-Y2020,Jobs,"Allow certain hunting/fishing without permit or free permit. ","(NLU)'Hunting' => 'None', 'Limited liability partnership' => 'Jobs', 'Limited liability company' => 'Jobs', 'Corporation' => 'None', 'Wild Turkey' => 'None'"
OH-HB56-Y2019,Jobs,"Allocate kilowatt-hour excise tax for mine reclamation/safety. ","(NLU)'Coal mining' => 'Jobs', 'Surface Mining Control and Reclamation Act of 1977' => 'Environment', 'Coal' => 'Environment', 'Kilowatt hour' => 'None', 'Land reclamation' => 'Unknown'"
OH-HB560-Y2020,Safety,"Modify the law governing elections. ","(NLU)'Public records' => 'None', 'Law enforcement agency' => 'Safety', 'Elections' => 'None', 'Voter registration' => 'None', 'Voter turnout' => 'None'"
OH-HB561-Y2020,Healthcare,"Suspend physician assistant practice requirements. ","(NLU)'Health care' => 'Healthcare', 'Medicine' => 'Healthcare', 'Health' => 'Healthcare', 'Public health' => 'Healthcare', 'Physician assistant' => 'Healthcare'"
OH-HB562-Y2020,None,"Prohibit eviction and foreclosure during COVID-19. ","(NLU)'Law' => 'None', 'Pleading' => 'None', 'Foreclosure' => 'None', 'Ohio' => 'Location', 'Complaint' => 'None'"
OH-HB563-Y2020,Safety,"Require notice of EMT transport of contagious patient. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Mandamus' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB564-Y2020,Environment,"Prevent utility disruption during COVID-19. ","(NLU)'Public utility' => 'Environment', 'Public utilities' => 'Environment', 'Public utilities commission' => 'Environment', 'Natural gas' => 'Environment', 'State of emergency' => 'Safety'"
OH-HB565-Y2020,Jobs,"Extend income tax filing deadline. ","(NLU)'Tax' => 'None', 'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Income tax' => 'Jobs', 'Tax refund' => 'None'"
OH-HB566-Y2020,None,"Increase local government fund distribution. ","(NLU)'Property tax' => 'None', 'Real estate' => 'None', 'Homestead exemption' => 'None', 'Tax' => 'None', 'Taxation' => 'None'"
OH-HB567-Y2020,Jobs,"Authorize partially refundable earned income tax credit. ","(NLU)'Taxation in the United States' => 'None', 'Tax' => 'None', 'Tax refund' => 'None', 'Internal Revenue Code' => 'Jobs', 'Internal Revenue Service' => 'Jobs'"
OH-HB568-Y2020,Healthcare,"Require insurance and medicaid coverage of certain drugs. ","(NLU)'Medicaid' => 'Healthcare', 'Managed care' => 'Healthcare', 'Health care' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Mental health' => 'Healthcare'"
OH-HB569-Y2020,Healthcare,"Extend publicly funded childcare rating deadline. ","(NLU)'Day care' => 'Healthcare', 'Childcare' => 'Healthcare', 'Babysitting' => 'None', 'Child care' => 'Healthcare', 'Kindergarten' => 'Education'"
OH-HB57-Y2019,Jobs,"Exempt certain heat sources from sales tax; limit local impact. ","(NLU)'Internal Revenue Code' => 'Jobs', 'Real estate' => 'None', 'Taxation in the United States' => 'None', 'Tax exemption' => 'None', 'Tax' => 'None'"
OH-HB570-Y2020,Jobs,"Revise open bidding during COVID-19 emergency. ","(NLU)'Procurement' => 'None', 'Radio' => 'None', 'Electronics' => 'None', 'Electronic engineering' => 'Jobs', 'Purchasing' => 'None'"
OH-HB571-Y2020,Environment,"Make COVID-19 an occupational disease in some cases. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Medicine' => 'Healthcare', 'Police' => 'Safety'"
OH-HB572-Y2020,Safety,"Allow certain offices to waive penalties and fees. ","(NLU)'State of emergency' => 'Safety', 'United States Environmental Protection Agency' => 'Environment', 'Indira Gandhi' => 'None', 'Federal government of the United States' => 'None', 'Ohio' => 'Location'"
OH-HB573-Y2020,Environment,"Make COVID-19 an occupational disease in some cases. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Police' => 'Safety', 'Sulfur dioxide' => 'Unknown'"
OH-HB574-Y2020,Jobs,"Transfer and appropriate money for unemployment comp. ","(NLU)'Unemployment benefits' => 'Jobs', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Unemployment' => 'Jobs', 'Fiscal year' => 'None'"
OH-HB575-Y2020,Jobs,"Permit county payments by drop box during COVID-19. ","(NLU)'Money' => 'Jobs', 'State of emergency' => 'Safety', 'Drop' => 'None', 'County' => 'None', 'Act of Congress' => 'None'"
OH-HB576-Y2020,Safety,"Suspend homestead interest penalty and foreclosure. ","(NLU)'Foreclosure' => 'None', 'Mortgage' => 'None', 'Manufactured housing' => 'Safety', 'Electric charge' => 'None', 'Taxation in the United States' => 'None'"
OH-HB577-Y2020,None,"Dissolve academic distress commissions and create new board. ","(NLU)'High school' => 'Education', 'Secondary education' => 'Education', 'College' => 'Education', 'School types' => 'Education', 'Superintendent' => 'None'"
OH-HB578-Y2020,Safety,"Support homeless shelters and rent assistance due to COVID-19. ","(NLU)'Homelessness' => 'Safety', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Fiscal year' => 'None', 'Homeless shelter' => 'Safety'"
OH-HB579-Y2020,Healthcare,"Require health plan issuers cover COVID-19 test and treatment. ","(NLU)'Health insurance' => 'Healthcare', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Fiscal year' => 'None', 'Emergency management' => 'Safety'"
OH-HB58-Y2019,Transportation,"Establish requirements for SNAP electronic benefit transfer cards. ","(NLU)'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Automobile' => 'Transportation', 'Debit card' => 'None', 'Motor vehicle' => 'Transportation'"
OH-HB580-Y2020,Healthcare,"Require health plan issuers cover telemedicine in emergency. ","(NLU)'Health care' => 'Healthcare', 'Medicine' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health economics' => 'Healthcare'"
OH-HB581-Y2020,None,"Address immediate concerns related to COVID-19. ","(NLU)'Legislature' => 'None', 'Akron, Ohio' => 'Location', 'Ohio' => 'Location', 'United States Congress' => 'None', 'Machine code' => 'None'"
OH-HB582-Y2020,None,"Makes appropriations and capital reappropriations. ","(NLU)'Ohio' => 'Location', 'Legislature' => 'None', 'Akron, Ohio' => 'Location', 'Columbus, Ohio' => 'Location', 'State' => 'None'"
OH-HB583-Y2020,Healthcare,"Temporarily waive certain Medicaid requirements. ","(NLU)'Medicaid' => 'Healthcare', 'Health care' => 'Healthcare', 'Centers for Medicare and Medicaid Services' => 'Healthcare', 'Poverty in the United States' => 'Jobs', 'United States' => 'Location'"
OH-HB584-Y2020,Jobs,"Temporarily change unemployment eligibility requirements. ","(NLU)'Unemployment' => 'Jobs', 'Unemployment benefits' => 'Jobs', 'Employment' => 'Jobs', 'Following' => 'None', 'Requirement' => 'None'"
OH-HB585-Y2020,Jobs,"Waive K-12 requirements due to COVID-19 closures. ","(NLU)'High school' => 'Education', 'Education' => 'Education', 'School' => 'Education', 'Secondary education' => 'Education', 'Teacher' => 'Jobs'"
OH-HB586-Y2020,None,"Revise government procurement requirements. ","(NLU)'Procurement' => 'None', 'Computer program' => 'None', 'Purchasing' => 'None', 'Federal government of the United States' => 'None', 'Government' => 'None'"
OH-HB587-Y2020,None,"Suspend and revise Ed Choice Scholarships. ","(NLU)'High school' => 'Education', 'Academia' => 'Education', 'School' => 'Education', 'Education' => 'Education', 'University of Cambridge' => 'Education'"
OH-HB588-Y2020,Safety,"Temporarily modify public assistance requirements. ","(NLU)'Family' => 'None', 'State of emergency' => 'Safety', 'Unemployment' => 'Jobs', 'Indira Gandhi' => 'None', 'Temporary' => 'None'"
OH-HB589-Y2020,None,"Require certain insurance cover pandemic losses. ","(NLU)'Insurance' => 'None', 'Business' => 'None', 'Indemnity' => 'None', 'Novelty' => 'None', 'Boiler insurance' => 'None'"
OH-HB59-Y2019,Environment,"Designate April as Ohio Native Plant Month. ","(NLU)'United States House of Representatives' => 'None', 'Plants' => 'Environment', 'Thomas Jefferson' => 'None', 'Democratic Party' => 'None', 'United States Senate' => 'None'"
OH-HB590-Y2020,Safety,"Prohibit price gouging after a declaration of emergency. ","(NLU)'State of emergency' => 'Safety', 'United States Declaration of Independence' => 'None', 'Misdemeanor' => 'None', 'Indira Gandhi' => 'None', 'Legal terms' => 'None'"
OH-HB591-Y2020,Jobs,"Suspend municipal income tax withholding while COVID-19. ","(NLU)'Employment' => 'Jobs', 'Income tax' => 'Jobs', 'State of emergency' => 'Safety', 'Tax refund' => 'None', 'Tax withholding in the United States' => 'Jobs'"
OH-HB592-Y2020,Healthcare,"Appropriate money to Association of Community Health Centers. ","(NLU)'Appropriation' => 'None', 'Fiscal year' => 'None', 'Appropriation' => 'None', 'Community Health Center' => 'Healthcare', 'Ohio' => 'Location'"
OH-HB593-Y2020,Jobs,"Provide paid leave to quarantined/compensate contract workers. ","(NLU)'Employee benefit' => 'Jobs', 'Sick leave' => 'Jobs', 'Employment' => 'Jobs', 'Employment compensation' => 'Jobs', 'Christopher Nolan' => 'Healthcare'"
OH-HB594-Y2020,Healthcare,"Employ retired first responders. ","(NLU)'United States' => 'Location', 'Emergency medical technician' => 'Healthcare', 'Emergency medical services' => 'Healthcare', 'Pension' => 'Jobs', 'Firefighter' => 'Safety'"
OH-HB595-Y2020,Jobs,"Release college transcript regardless of student debt. ","(NLU)'Higher education' => 'Education', 'Secondary education' => 'Education', 'Education' => 'Education', 'Vocational school' => 'Jobs', 'University' => 'Education'"
OH-HB596-Y2020,Jobs,"Halt debt collection. ","(NLU)'Business' => 'None', 'Money' => 'Jobs', 'Small business' => 'Jobs', 'Debt' => 'None', 'Credit' => 'None'"
OH-HB597-Y2020,Jobs,"Halt debt collection/freeze interest against state universities. ","(NLU)'Higher education' => 'Education', 'University' => 'Education', 'Education' => 'Education', 'Sociology' => 'Jobs', 'Money' => 'Jobs'"
OH-HB598-Y2020,Healthcare,"Authorize EMTs to perform medical services in hospitals. ","(NLU)'Emergency medical technician' => 'Healthcare', 'Emergency medical services' => 'Healthcare', 'Health care' => 'Healthcare', 'Paramedic' => 'Healthcare', 'Healthcare occupations' => 'Jobs'"
OH-HB599-Y2020,Healthcare,"Notify medical/funeral workers if handle COVID-19 patient. ","(NLU)'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Medicine' => 'Healthcare', 'Public health' => 'Healthcare', 'Illness' => 'Healthcare'"
OH-HB6-Y2019,Environment,"Creates Ohio Clean Air Program. ","(NLU)'Renewable energy' => 'Environment', 'Wind power' => 'Environment', 'Nuclear power' => 'Environment', 'Public utility' => 'Environment', 'Energy' => 'Environment'"
OH-HB60-Y2019,Jobs,"Exempt infant/toddler diapers from sales tax. ","(NLU)'Real estate' => 'None', 'Tax exemption' => 'None', 'Real property' => 'None', 'Internal Revenue Code' => 'Jobs', 'Personal property' => 'None'"
OH-HB600-Y2020,Healthcare,"Authorize commercial driver licensee to drive ambulance. ","(NLU)'Emergency medical services' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Paramedic' => 'Healthcare', 'Ambulance' => 'Healthcare', 'State of emergency' => 'Safety'"
OH-HB601-Y2020,Jobs,"Require public restrooms to have adult changing station. ","(NLU)'Taxation in the United States' => 'None', 'Earned Income Tax Credit' => 'Jobs', 'Tax' => 'None', 'Tax refund' => 'None', 'Building' => 'None'"
OH-HB602-Y2020,None,"Modify publication of property tax foreclosures. ","(NLU)'Service of process' => 'None', 'Civil procedure' => 'None', 'Land value tax' => 'None', 'Mortgage' => 'None', 'Pleading' => 'None'"
OH-HB603-Y2020,None,"Relieve student loan payments/study how assist higher ed COVID-19. ","(NLU)'Education' => 'Education', 'University' => 'Education', 'Higher education' => 'Education', 'United States' => 'Location', 'Student' => 'Education'"
OH-HB604-Y2020,Safety,"Regards criminal records sealing law. ","(NLU)'United States' => 'Location', 'Public records' => 'None', 'Constable' => 'None', 'Federal Bureau of Investigation' => 'Safety', 'Criminal record' => 'None'"
OH-HB605-Y2020,Environment,"Cover under Workers Comp COVID-19 contracted by food worker. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Police' => 'Safety', 'Sulfur dioxide' => 'Unknown'"
OH-HB606-Y2020,Healthcare,"Grant immunity to essential workers who transmit COVID-19. ","(NLU)'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Healthcare' => 'Healthcare', 'Emergency medical services' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB607-Y2020,None,"Create Gender Pay Disparity Task Force. ","(NLU)'United States House of Representatives' => 'None', 'Member of Parliament' => 'None', 'United States' => 'Location', 'Legislatures' => 'None', 'Bill Clinton' => 'None'"
OH-HB608-Y2020,Safety,"Change peace officer/firefighter certification during COVID-19. ","(NLU)'Volunteer fire department' => 'Safety', 'Firefighter' => 'Safety', 'Fire department' => 'Safety', 'Emergency medical technician' => 'Healthcare', 'United States Declaration of Independence' => 'None'"
OH-HB609-Y2020,None,"Administer a temporary tax amnesty program. ","(NLU)'Source code' => 'None', 'Tax' => 'None', 'Fee' => 'None'"
OH-HB61-Y2020,Safety,"Exempt certain health provider personal info from public records. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Supreme Court of the United States' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB610-Y2020,Safety,"Changes to rights of crime victims. ","(NLU)'Law enforcement agency' => 'Safety', 'Criminal law' => 'None', 'Criminology' => 'Safety', 'Public records' => 'None', 'Police' => 'Safety'"
OH-HB611-Y2020,Healthcare,"Regards Medicaid coverage of doula services. ","(NLU)'Childbirth' => 'Healthcare', 'Pregnancy' => 'Healthcare', 'Doula' => 'Healthcare', 'Medicaid' => 'Healthcare', 'Uterus' => 'Healthcare'"
OH-HB612-Y2020,Jobs,"Delay 5-year projection of school revenues and expenditures. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'Education' => 'Education', 'Vocational school' => 'Jobs', 'School district' => 'Education'"
OH-HB613-Y2020,Safety,"Regards instruction on proper interaction with police. ","(NLU)'High school' => 'Education', 'Secondary education' => 'Education', 'School types' => 'Education', 'Law enforcement officer' => 'Safety', 'School district' => 'Education'"
OH-HB614-Y2020,Jobs,"Study and reform unemployment compensation system. ","(NLU)'Unemployment' => 'Jobs', 'Unemployment benefits' => 'Jobs', 'Money' => 'Jobs', 'Ghent system' => 'Jobs', 'Unincorporated area' => 'Safety'"
OH-HB615-Y2020,Healthcare,"Authorize installing protective barriers in school buses. ","(NLU)'Epidemiology' => 'Healthcare', 'School bus' => 'Transportation', 'Infectious disease' => 'Healthcare', 'Bus' => 'Transportation', 'Occupational safety and health' => 'Safety'"
OH-HB616-Y2020,None,"Designate part of I-75 the Officer Kaia L. Grant Memorial Highway. ","(NLU)'Ohio counties' => 'Location', 'Illinois counties' => 'Location', 'Indiana counties' => 'Location', 'John Cavil' => 'None', 'Ohio River counties' => 'Location'"
OH-HB617-Y2020,Healthcare,"Establish legislative approval procedures for shutdown orders. ","(NLU)'Infectious disease' => 'Healthcare', 'Epidemiology' => 'Healthcare', 'Health' => 'Healthcare', 'Infection' => 'Healthcare', 'Vaccination' => 'Healthcare'"
OH-HB618-Y2020,Healthcare,"Limit authority to issue infectious/contagious disease orders. ","(NLU)'Infectious disease' => 'Healthcare', 'Epidemiology' => 'Healthcare', 'Disease' => 'Healthcare', 'Infection' => 'Healthcare', 'Pandemic' => 'Healthcare'"
OH-HB619-Y2020,Healthcare,"Compile and publish information about infectious disease. ","(NLU)'Infectious disease' => 'Healthcare', 'Assembly language' => 'None', 'Infection' => 'Healthcare', 'State of emergency' => 'Safety', 'Compiler' => 'None'"
OH-HB62-Y2019,Healthcare,"Creates FY 2020-2021 transportation budget. ","(NLU)'Health care' => 'Healthcare', 'Board of directors' => 'None', 'Mental health' => 'Healthcare', 'Addiction' => 'Healthcare', 'Fiduciary' => 'None'"
OH-HB620-Y2020,Healthcare,"Prepare health impact statements for bills. ","(NLU)'Committee' => 'None', 'Legislatures' => 'None', 'Legislature' => 'None', 'Demography' => 'Racial', 'Public health' => 'Healthcare'"
OH-HB621-Y2020,Healthcare,"Enact Business Fairness Act. ","(NLU)'Infectious disease' => 'Healthcare', 'Epidemiology' => 'Healthcare', 'Pandemic' => 'Healthcare', 'Act of Congress' => 'None', 'Administrative law' => 'None'"
OH-HB622-Y2020,Safety,"Suspend child support obligation during COVID-19 emergency. ","(NLU)'Child support' => 'Safety', 'Law' => 'None', 'The Order' => 'None', 'Section' => 'None', 'Following' => 'None'"
OH-HB623-Y2020,Jobs,"Grant temporary income tax deduction for dental expenses. ","(NLU)'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Tax' => 'None', 'Internal Revenue Code' => 'Jobs', 'Taxation' => 'None'"
OH-HB624-Y2020,Healthcare,"Report and release certain COVID-19 test information. ","(NLU)'Health care' => 'Healthcare', 'Nursing home' => 'Healthcare', 'Death' => 'Safety', 'Release' => 'None', 'Care of residents' => 'Safety'"
OH-HB625-Y2020,None,"Designate mum as a state flower. ","(NLU)'Flowers' => 'None', 'Flower' => 'None', 'Ohio' => 'Location', 'Benjamin Harrison' => 'None', 'Canton, Ohio' => 'Location'"
OH-HB626-Y2020,None,"Relates to school student transportation. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'School types' => 'Education', 'School district' => 'Education', 'Secondary education' => 'Education'"
OH-HB627-Y2020,None,"Temporary exemption from student transport requirement. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'Education' => 'Education', 'Act of Congress' => 'None', 'Peace' => 'None'"
OH-HB628-Y2020,Healthcare,"Regards hand hygiene education for health care patients. ","(NLU)'Health care provider' => 'Healthcare', 'Health care' => 'Healthcare', 'Illness' => 'Healthcare', 'Patient' => 'Healthcare', 'Hospital' => 'Healthcare'"
OH-HB629-Y2020,Healthcare,"Regards staffing/employment conditions for registered nurses. ","(NLU)'Nursing' => 'Healthcare', 'Licensed practical nurse' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Patient' => 'Healthcare'"
OH-HB63-Y2019,Healthcare,"Regards pharmacy benefit managers/disclosure of drug prices. ","(NLU)'Pharmacy Benefit Management' => 'Healthcare', 'Employee benefit' => 'Jobs', 'Pharmacology' => 'Healthcare', 'Insurance' => 'None', 'Health insurance' => 'Healthcare'"
OH-HB630-Y2020,None,"Address Ohio Asian-American and Pacific Islander affairs. ","(NLU)'United States' => 'Location', 'United States Senate' => 'None', 'New Zealand' => 'Location', 'United States House of Representatives' => 'None', 'Member of Parliament' => 'None'"
OH-HB631-Y2020,Jobs,"Establish municipal regional economic development alliances. ","(NLU)'Economic development' => 'Jobs', 'Taxation in the United States' => 'None', 'Equals sign' => 'None', 'Town' => 'None', 'Member of Parliament' => 'None'"
OH-HB632-Y2020,Jobs,"Establish tractor rollover protective structure program. ","(NLU)'Tractor' => 'Jobs', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Roll over protection structure' => 'None', 'Grant' => 'None'"
OH-HB633-Y2020,Environment,"Make COVID-19 an occupational disease under workers- comp. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Police' => 'Safety', 'Sulfur dioxide' => 'Unknown'"
OH-HB634-Y2020,Healthcare,"Allow marihuana. ","(NLU)'Drug control law' => 'Healthcare', 'Felony' => 'None', 'Controlled Substances Act' => 'Healthcare', 'Misdemeanor' => 'None', 'Crime' => 'Safety'"
OH-HB635-Y2020,None,"Regards community school changes. ","(NLU)'High school' => 'Education', 'School types' => 'Education', 'School' => 'Education', 'Contract' => 'None'"
OH-HB636-Y2020,Jobs,"Exempt transport of nonpublic school students in certain cases. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'School types' => 'Education', 'School district' => 'Education', 'Vocational school' => 'Jobs'"
OH-HB637-Y2020,None,"Create Hardin County Common Pleas domestic relations division. ","(NLU)'Ohio counties' => 'Location', 'Illinois counties' => 'Location', 'Indiana counties' => 'Location', 'Tennessee counties' => 'Location', 'Kentucky counties' => 'Location'"
