key,chosen_impact,title,summary,relevance
OH-HB471-Y2020,Safety,"Extend limitation period -civil action by child sex abuse victim. ","To amend section of the Revised Code to extend the period of limitations for a civil action by a victim of childhood sexual abuse. ","(NLU)'Child sexual abuse' => 'Safety', 'Child abuse' => 'Safety', 'Sexual abuse' => 'Safety', 'Rape' => 'Safety', 'Pleading' => 'None'"
OH-HB472-Y2020,Healthcare,"Eliminate limitation period for rape. ","To amend sections of the Revised Code to eliminate the period of limitations for the criminal prosecution of a person for rape. ","(NLU)'DNA' => 'Healthcare', 'Criminal law' => 'None', 'Police' => 'Safety', 'Crime' => 'Safety', 'Federal Bureau of Investigation' => 'Safety'"
OH-HB473-Y2020,None,"Permits the state motto to be used alongside the state seal. ","To amend sections of the Revised Code to allow the state motto to be used alongside the state seal. ","(NLU)'Supreme Court of the United States' => 'None', 'Seal' => 'None', 'Coat of arms' => 'None', 'Great Seal' => 'None', 'Seals of the U.S. states' => 'None'"
OH-HB474-Y2020,Transportation,"Designates Putnam County Veterans Memorial Highway. ","To enact section of the Revised Code to designate U.S. Route 224 in Putnam County as the _Putnam County Veterans Memorial Highway._. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Louisiana' => 'Location', 'Road' => 'Transportation'"
OH-HB475-Y2020,None,"Requires Presidential candidates to submit tax returns. ","To amend sections and to enact section of the Revised Code to require a candidate for President or Vice-President of the United States to submit copies of the candidate-s five most recent federal income tax returns for publication on the Secretary of State-s official web site. ","(NLU)'Elections' => 'None', 'United States' => 'Location', 'President of the United States' => 'Unknown', 'New Hampshire primary' => 'None', 'Vice President of the United States' => 'None'"
OH-HB476-Y2020,None,"Revises eminent domain law. ","To amend sections and to enact section of the Revised Code to amend the law regarding eminent domain and to declare an emergency. ","(NLU)'Property' => 'None', 'Eminent domain' => 'None', 'Real estate' => 'None', 'Easement' => 'None', 'Government agency' => 'None'"
OH-HB477-Y2020,Transportation,"Regards Motor Vehicle Law and child support sanctions. ","To amend sections and to enact sections of the Revised Code to alter the procedures and requirements governing the granting of limited driving privileges in certain criminal cases and cases involving failure to pay child support, to authorize a court in any proceeding to submit a report to the Registrar of Motor Vehicles regarding whether the defendant is competent to operate a motor vehicle, to alter the reinstatement fees related to failure to provide proof of financial responsibility and vehicle immobilization, and to impose community service sanctions on persons who are the subject of child support order default determinations under specified circumstances. ","(NLU)'Automobile' => 'Transportation', 'Vehicle' => 'Transportation', 'Vehicle registration plate' => 'Transportation', 'Child support' => 'Safety', 'Law enforcement agency' => 'Safety'"
OH-HB478-Y2020,None,"Change eligibility criteria for educational choice scholarships. ","To amend ; to enact ; and to repeal section of the Revised Code to make changes regarding the eligibility criteria for the Educational Choice scholarship program. ","(NLU)'High school' => 'Education', 'Academia' => 'Education', 'University of Cambridge' => 'Education', 'School' => 'Education', 'Education' => 'Education'"
OH-HB479-Y2020,None,"Require baseball stadiums to install protective netting. ","To enact section of the Revised Code to require certain baseball stadiums to install protective netting. ","(NLU)'Baseball' => 'None', 'Major League Baseball' => 'None', 'Minor league baseball' => 'None', 'Baseball field' => 'None', 'Foul ball' => 'None'"
OH-HB48-Y2019,Jobs,"Create Local Government Road Improvement Fund. ","To amend sections and to enact section of the Revised Code to provide for a new Local Government Road Improvement Fund for local governments to fund road improvements. ","(NLU)'Fiscal year' => 'None', 'Revenue' => 'None', 'Taxation' => 'None', 'Local government' => 'None', 'Income' => 'Jobs'"
OH-HB480-Y2020,None,"Compensate schools for property tax losses caused by disasters. ","To amend Sections of H.B. 166 of the 133rd General Assembly to make an appropriation to compensate school districts for property tax losses due to certain natural disasters. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'Secondary education' => 'Education', 'Fiscal year' => 'None', 'Education' => 'Education'"
OH-HB481-Y2020,None,"Authorize conveyance of state-owned real property. ","To amend sections and to repeal section of the Revised Code and to amend Section of H.B. 166 of the 133rd General Assembly and Section of H.B. 529 of the 132nd General Assembly, and to repeal Section of H.B. 166 of the 133rd General Assembly to authorize the conveyance of state-owned real property, to provide for the distribution of some federal coronavirus relief funding to local subdivisions, to revise the formula used to determine Medicaid rates for nursing facility services, to exclude loan amounts forgiven under the federal CARES Act from the commercial activity tax, to allow a county, township, or municipal corporation appointing authority to establish a mandatory cost savings program in response to COVID-19, to allow certain state employees- salaries and pay supplements to be frozen during the pay period that includes July 1, 2020, through the pay period that includes June 30, 2021, to make capital reappropriations for the biennium ending June 30, 2022, to make other appropriations, and to declare an emergency. ","(NLU)'Easement' => 'None', 'Real property law' => 'None', 'Louisiana Purchase' => 'None', 'Real property' => 'None', 'Auction' => 'None'"
OH-HB482-Y2020,Healthcare,"Prohibit pharmacy benefit managers acting on certain reimbursals. ","To amend sections and to enact sections of the Revised Code to prohibit a pharmacy benefit manager from taking certain actions with respect to reimbursements made to health care providers that participate in the federal 340B Drug Pricing Program. ","(NLU)'Health care' => 'Healthcare', 'Medicaid' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Managed care' => 'Healthcare'"
OH-HB483-Y2020,Transportation,"Designate Lake Township Veterans Memorial Highway. ","To enact section of the Revised Code to designate a portion of State Route 795 in Wood County as the _Lake Township Veterans Memorial Highway._. ","(NLU)'Wood County, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Road' => 'Transportation', 'Ohio' => 'Location'"
OH-HB484-Y2020,Healthcare,"Regards practice of athletic training. ","To amend sections and to enact section of the Revised Code regarding the practice of athletic training. ","(NLU)'Sports medicine' => 'Healthcare', 'License' => 'None', 'Athletic trainer' => 'Healthcare', 'Athletic training' => 'Healthcare', 'Health care' => 'Healthcare'"
OH-HB485-Y2020,Jobs,"Remove requirement CAUV farmland owners annually renew. ","To amend sections and to repeal section of the Revised Code to remove a requirement that owners of farmland enrolled in the CAUV program must file a renewal application each year in order to remain in the program. ","(NLU)'Agriculture' => 'Jobs', 'Land value tax' => 'None', 'Property tax' => 'None', 'Real estate' => 'None', 'Property' => 'None'"
OH-HB486-Y2020,Healthcare,"Define crime/civil action with regard to assisted reproduction. ","To amend section and to enact sections of the Revised Code to create the crime of fraudulent assisted reproduction and civil actions for an assisted reproduction procedure without consent. ","(NLU)'Reproduction' => 'Healthcare', 'DNA' => 'Healthcare', 'Human' => 'None', 'Health care' => 'Healthcare', 'Male' => 'None'"
OH-HB487-Y2020,None,"Increase interval and flexibility of tax-forfeited land sales. ","To amend sections of the Revised Code to increase, from one to six years, the interval within which county auditors must offer tax-forfeited land for sale and to give county auditors more discretion as to how and where such sales are conducted. ","(NLU)'Property' => 'None', 'Real estate' => 'None', 'Real property law' => 'None', 'Property tax' => 'None', 'Fee simple' => 'None'"
OH-HB488-Y2020,Healthcare,"Cover treatment of pediatric autoimmune neuropsychiatric disorder. ","To enact sections of the Revised Code to require health plan issuers to cover treatments and services related to Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal Infections and Pediatric Acute-onset Neuropsychiatric Syndrome. ","(NLU)'Medicine' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health care' => 'Healthcare', 'Neuropsychiatry' => 'Healthcare', 'Centers for Medicare and Medicaid Services' => 'Healthcare'"
OH-HB489-Y2020,None,"Designate Radon Awareness Month. ","To enact section of the Revised Code to designate January as _Radon Awareness Month._. ","(NLU)'Legislatures' => 'None', 'Akron, Ohio' => 'Location', 'Legislature' => 'None', 'Ohio' => 'Location', 'United States House of Representatives' => 'None'"
OH-HB49-Y2019,None,"Authorize concealed handgun license as voter photo identification. ","To amend section of the Revised Code to specify that certain county issued licenses qualify as photo identification for voting purposes. ","(NLU)'Elections' => 'None', 'Primary election' => 'None', 'Voting system' => 'None', 'United States presidential primary' => 'None', 'Voting' => 'None'"
OH-HB490-Y2020,Transportation,"Prorate electric/hybrid vehicle registration fees. ","To amend section of the Revised Code to provide for the proration of the plug-in electric and hybrid motor vehicle registration fees. ","(NLU)'Automobile' => 'Transportation', 'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Vehicle registration plate' => 'Transportation', 'Motor vehicle' => 'Transportation'"
OH-HB491-Y2020,None,"Designate Plastic Pollution Awareness Day. ","To enact section of the Revised Code to designate the fifteenth day of February as _Plastic Pollution Awareness Day._. ","(NLU)'Legislature' => 'None', 'Legislatures' => 'None', 'Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Akron, Ohio' => 'Location'"
OH-HB492-Y2020,Healthcare,"Modify law regarding physician assistants. ","To amend ; to enact ; and to repeal sections of the Revised Code to modify the laws regarding physician assistants. ","(NLU)'Health care' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Nursing' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB493-Y2020,Safety,"Stay in same school district if move after first day. ","To amend section of the Revised Code to permit a child whose parents live in different school districts to continue to attend school in the school district in which the child attended school at the beginning of the school year even if the child moves to a different school district. ","(NLU)'High school' => 'Education', 'Child custody' => 'Safety', 'School district' => 'Education', 'Education' => 'Education', 'Special education' => 'Education'"
OH-HB494-Y2020,Jobs,"Establish loan repayment program for eligible teachers. ","To enact section of the Revised Code to establish a loan repayment program for eligible teachers. ","(NLU)'Education' => 'Education', 'Teacher' => 'Jobs', 'School' => 'Education', 'High school' => 'Education', 'Debt' => 'None'"
OH-HB495-Y2020,Transportation,"Revise farm bus motor vehicle registration period. ","To amend section of the Revised Code to increase the motor vehicle registration period for a farm bus. ","(NLU)'Truck' => 'Transportation', 'Vehicle' => 'Transportation', 'Automobile' => 'Transportation', 'Bus' => 'Transportation', 'Vehicles' => 'Transportation'"
OH-HB496-Y2020,Jobs,"Grant apiary owners immunity for bee stings. ","To enact section of the Revised Code to grant specified apiary owners immunity in personal injury or property damage cases involving bee stings. ","(NLU)'Beekeeping' => 'Jobs', 'Property' => 'None', 'Legal terms' => 'None', 'Injury' => 'Safety', 'Zoning' => 'None'"
OH-HB497-Y2020,Environment,"Require EPA Director to adopt rules for water quality. ","To amend section and to enact section of the Revised Code to require the Director of Environmental Protection to adopt rules establishing maximum allowable contaminant levels in drinking water and water quality standards for certain contaminants. ","(NLU)'Water' => 'Environment', 'United States Environmental Protection Agency' => 'Environment', 'Water quality' => 'Environment', 'Safe Drinking Water Act' => 'Environment', 'Water pollution' => 'Environment'"
OH-HB498-Y2020,Jobs,"Authorize tax credit for disability-related home expenses. ","To amend sections and to enact section of the Revised Code to authorize a refundable income tax credit for disability-related home expenses. ","(NLU)'Taxation in the United States' => 'None', 'Tax' => 'None', 'Income tax' => 'Jobs', 'Tax refund' => 'None', 'Taxation' => 'None'"
OH-HB499-Y2020,Transportation,"Implement motor fuel quality testing program. ","To amend section of the Revised Code to authorize a county to implement a motor fuel quality testing program. ","(NLU)'Gasoline' => 'Transportation', 'Octane rating' => 'Transportation', 'Petroleum' => 'Environment', 'Internal combustion engine' => 'Transportation', 'Diesel fuel' => 'Transportation'"
OH-HB5-Y2019,Jobs,"Establish Ohio Public Defender State Loan Repayment Program. ","To amend section and to enact sections of the Revised Code to establish the Ohio Public Defender State Loan Repayment Program and to make an appropriation. ","(NLU)'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Internal Revenue Code' => 'Jobs', 'Tax' => 'None', 'Tax refund' => 'None'"
OH-HB50-Y2019,Safety,"Declare certain hospital employee inventions property of hospital. ","To enact section of the Revised Code to require that all rights to and interests in charter county hospital employee discoveries, inventions, or patents are the property of the charter county hospital. ","(NLU)'Board of directors' => 'None', 'United States Senate' => 'None', 'Fiduciary' => 'None', 'Canadian Charter of Rights and Freedoms' => 'None', 'Individual rights' => 'Safety'"
OH-HB500-Y2020,None,"Petition for visitation with incompetent or ward if denied. ","To enact sections of the Revised Code to allow certain persons to petition for visitation with an incompetent or ward if visitation has been interfered with or denied. ","(NLU)'Legal terms' => 'None', 'Subject' => 'None', 'Legal burden of proof' => 'None', 'Evidence' => 'None', 'Person' => 'None'"
OH-HB501-Y2020,Transportation,"Clarify slow-moving vehicle law/animal-drawn vehicle lighting. ","To amend ; to enact new ; and to repeal sections of the Revised Code to clarify the law governing slow-moving vehicles and to revise the lighting and reflective material requirements applicable to animal-drawn vehicles. ","(NLU)'Vehicle' => 'Transportation', 'Agriculture' => 'Jobs', 'Vehicles' => 'Transportation', 'Agricultural machinery' => 'Jobs', 'Light' => 'None'"
OH-HB502-Y2020,Safety,"Adopt jail reforms relating to Minimum Standards for Jails. ","To amend section and to enact section of the Revised Code to adopt several jail reform procedures related to compliance with the Minimum Standards for Jails in Ohio. ","(NLU)'Prison' => 'None', 'Party leaders of the United States Senate' => 'None', 'Corrections' => 'Safety', 'Democratic Party' => 'None', 'Ohio' => 'Location'"
OH-HB503-Y2020,Healthcare,"Prohibit conversion therapy when treating minor patients. ","To enact sections of the Revised Code to protect minors by prohibiting certain licensed health care professionals from engaging in conversion therapy when treating minor patients. ","(NLU)'Health care' => 'Healthcare', 'Licensed Professional Counselor' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Mental health professional' => 'Healthcare', 'Patient' => 'Healthcare'"
OH-HB504-Y2020,None,"Prescribe per pupil funding guarantee for certain schools. ","To enact section of the Revised Code and to amend Sections as subsequently amended, as subsequently amended, of H.B. 166 of the 133rd General Assembly to prescribe a per pupil funding guarantee for certain school districts and to make an appropriation. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'Fiscal year' => 'None', 'Secondary education' => 'Education', 'School choice' => 'Education'"
OH-HB505-Y2020,Healthcare,"Eliminate authority of residential facilities in R-zones. ","To amend sections and to repeal section of the Revised Code to eliminate the specific authority of residential facilities to operate within residential zoning districts. ","(NLU)'Disability' => 'Healthcare', 'Mental disorder' => 'Healthcare', 'License' => 'None', 'The Residents' => 'None', 'Nursing home' => 'Healthcare'"
OH-HB506-Y2020,Safety,"Prohibit placement of child with relative child does not know. ","To enact section of the Revised Code to prohibit, unless determined to be in a child-s best interest, placement of the child with a relative the child does not know or has never met. ","(NLU)'Family law' => 'None', 'Ohio' => 'Location', 'Foster care' => 'Safety', 'Determinacy' => 'None', 'Following' => 'None'"
OH-HB507-Y2020,None,"Regards enforcement of tax liens against owner-occupied homestead. ","To amend sections and to enact section of the Revised Code to prohibit enforcement of delinquent property tax liens against owner-occupied homesteads and to require that any delinquent tax be paid before the title to a homestead may be transferred. ","(NLU)'Real estate' => 'None', 'Property' => 'None', 'Property tax' => 'None', 'Taxation' => 'None', 'Land value tax' => 'None'"
OH-HB508-Y2020,Jobs,"Permit unemployment comp eligibility re: domestic violence. ","To amend section and to enact section of the Revised Code to allow an individual to be eligible for unemployment compensation benefits for unemployment due to domestic violence. ","(NLU)'Employment' => 'Jobs', 'Unemployment benefits' => 'Jobs', 'Unemployment' => 'Jobs', 'Madrasah' => 'None', 'At-will employment' => 'Jobs'"
OH-HB509-Y2020,Healthcare,"Regards licensure inspection for residential care facilities. ","To amend section of the Revised Code regarding expedited licensure inspection procedures for residential care facilities. ","(NLU)'Nursing home' => 'Healthcare', 'Care of residents' => 'Safety', 'Nursing' => 'Healthcare', 'License' => 'None', 'Geriatrics' => 'Healthcare'"
OH-HB51-Y2019,Transportation,"Require center-line rumble strips for certain highway projects. ","To enact section of the Revised Code to require the Ohio Department of Transportation to install rumble strips along the center line for all two-way, undivided state highways with a speed limit exceeding 45 miles per hour, as a part of specified highway projects. ","(NLU)'Road surface marking' => 'Transportation', 'Road' => 'Transportation', 'Lane' => 'None', 'Road infrastructure' => 'Transportation', 'Autobahn' => 'Transportation'"
OH-HB510-Y2020,Environment,"Increase penalty for failing to secure vehicle load. ","To amend sections of the Revised Code to increase the criminal penalties associated with failing to secure a load on a vehicle. ","(NLU)'Waste' => 'Environment', 'Misdemeanor' => 'None', 'Waste management' => 'Environment', 'Crime' => 'Safety', 'WASTE' => 'Environment'"
OH-HB511-Y2020,Healthcare,"Permit schools and camps to administer glucagon. ","To amend sections and to enact sections of the Revised Code to permit schools and camps to procure and use injectable or nasally administered glucagon in accordance with prescribed policies and to exempt them from licensing requirements related to the possession of glucagon. ","(NLU)'Health care' => 'Healthcare', 'Pharmacology' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Drug addiction' => 'Healthcare', 'Nursing' => 'Healthcare'"
OH-HB512-Y2020,Healthcare,"Regards coverage of epinephrine and glucagon. ","To amend sections and to enact sections of the Revised Code regarding insurance and Medicaid coverage of epinephrine and glucagon. ","(NLU)'Medicaid' => 'Healthcare', 'Managed care' => 'Healthcare', 'Health care' => 'Healthcare', 'Epinephrine' => 'Healthcare', 'Glycogenolysis' => 'Healthcare'"
OH-HB513-Y2020,Healthcare,"Enacts the Vulnerable Child Protection Act. ","To enact sections of the Revised Code to enact the _Vulnerable Child Protection Act_ regarding sexuality and identity counseling and prohibiting certain procedures and activities intended to change, reinforce, or affirm a minor-s perception of his or her own sexual attraction, sexual behaviors, or identity. ","(NLU)'Gender' => 'None', 'Licensed Professional Counselor' => 'Healthcare', 'Mental health professional' => 'Healthcare', 'Psychology' => 'Healthcare', 'Human sexuality' => 'Healthcare'"
OH-HB514-Y2020,Jobs,"Require state retirement systems to broadcast board meetings. ","To amend sections of the Revised Code to require the state retirement systems to publicly broadcast board meetings. ","(NLU)'Social Security Administration' => 'Jobs', 'Board of directors' => 'None', 'Social Security number' => 'Jobs', 'Pension' => 'Jobs', 'Member of Parliament' => 'None'"
OH-HB515-Y2020,Jobs,"Require state retirement system boards to disclose certain info. ","To enact sections of the Revised Code to require the boards of the state retirement systems to disclose certain financial information regarding alternative investments. ","(NLU)'Investment' => 'Jobs', 'Types of business entity' => 'None', 'Collective investment scheme' => 'None', 'Corporation' => 'None', 'Hedge fund' => 'None'"
OH-HB516-Y2020,Jobs,"Regards state retirement system doing business with prior officer. ","To amend sections of the Revised Code regarding the prohibition against the state retirement systems doing business with a former state retirement system employee, officer, or board member. ","(NLU)'Employment' => 'Jobs', 'Corporation' => 'None', 'Fiduciary' => 'None', 'Board of directors' => 'None', 'Trustee' => 'None'"
OH-HB517-Y2020,Jobs,"Explicitly exempt building and fire codes from rule review. ","To amend sections of the Revised Code to explicitly exempt building and fire codes from certain rule review requirements. ","(NLU)'Construction' => 'Jobs', 'Building' => 'None', 'Building code' => 'None', 'Building officials' => 'None', 'Legal codes' => 'None'"
OH-HB518-Y2020,Safety,"Remove noneconomic damages cap for rape or assault victim. ","To amend section of the Revised Code to remove the cap on damages for noneconomic loss when a victim of rape or assault brings a tort action. ","(NLU)'Tort' => 'None', 'Jury' => 'None', 'Assault' => 'Safety', 'Damages' => 'None', 'Judgment' => 'None'"
OH-HB519-Y2020,Jobs,"Designate Financial Literacy Month. ","To enact section of the Revised Code to designate April as _Financial Literacy Month_ in Ohio. ","(NLU)'Personal finance' => 'None', 'Economics' => 'None', 'Finance' => 'None', 'Debt' => 'None', 'Investment' => 'Jobs'"
OH-HB52-Y2019,Healthcare,"Require certain entities inform veterans of health care benefits. ","To amend section and to enact section of the Revised Code to require certain entities to inform veterans about health care benefits available to veterans. ","(NLU)'United States' => 'Location', 'United States Army' => 'Military', 'Health care' => 'Healthcare', 'Veteran' => 'None', 'Nursing home' => 'Healthcare'"
OH-HB520-Y2020,None,"Establish pilot-assist applying-public service loan forgiveness. ","To amend Sections of H.B. 166 of the 133rd General Assembly to establish a pilot program to assist public service employees in applying for the federal Public Service Loan Forgiveness Program and to make an appropriation. ","(NLU)'Ohio' => 'Location', 'Debt' => 'None', 'Higher education' => 'Education', 'General obligation bond' => 'None', 'Ohio State University' => 'Education'"
OH-HB521-Y2020,None,"Disseminate information about public service loan forgiveness. ","To enact section of the Revised Code to require the Chancellor of Higher Education and public service organizations to disseminate information regarding the federal public service loan forgiveness programs. ","(NLU)'United States Code' => 'None', 'Education' => 'Education', 'Computer program' => 'None', 'Higher education' => 'Education', 'Program' => 'None'"
OH-HB522-Y2020,Environment,"Authorize conservancy districts-collect/dispose of solid waste. ","To amend sections of the Revised Code to authorize conservancy districts to provide for the collection and disposal of solid waste. ","(NLU)'Waste' => 'Environment', 'The Works' => 'None', 'Easement' => 'None'"
OH-HB523-Y2020,Jobs,"Establish STEM degree loan repayment program/tax credit. ","To amend sections and to enact sections of the Revised Code to establish the STEM Degree Loan Repayment Program, to authorize a refundable tax credit for employers who make payments on student loans obtained by a graduate to earn a STEM degree, and to make an appropriation. ","(NLU)'Taxation in the United States' => 'None', 'Taxation in the United Kingdom' => 'None', 'Taxation' => 'None', 'Negative income tax' => 'Jobs', 'Tax credits' => 'None'"
OH-HB524-Y2020,Healthcare,"Change funerary laws. ","To amend sections of the Revised Code to make changes to the laws that impact funeral homes, funeral professionals, funeral hearses, funeral escort vehicles, and preneed funeral contracts. ","(NLU)'Funeral home' => 'None', 'Embalming' => 'Healthcare', 'Funeral' => 'Healthcare', 'Death customs' => 'None', 'Undertaking' => 'None'"
OH-HB525-Y2020,None,"Designate US Army Specialist Christian D. Ward Memorial Highway. ","To enact section of the Revised Code to designate a portion of State Route 60 in Washington County as the _U.S. Army Specialist Christian D. Ward Memorial Highway._. ","(NLU)'United States Army' => 'Military', 'United States' => 'Location', 'Kentucky' => 'Location', 'Continental Army' => 'None', 'Vietnam War' => 'None'"
OH-HB526-Y2020,None,"Designate Hispanic and Latino Heritage Month. ","To enact section of the Revised Code to designate September 15 to October 15 each year as _Hispanic and Latino Heritage Month._. ","(NLU)'United States' => 'Location', 'California' => 'Location', 'Hispanic and Latino Americans' => 'Racial', 'New Mexico' => 'Location', 'New Jersey' => 'Location'"
OH-HB527-Y2020,None,"Designate separate sports and teams for each sex at schools. ","To enact sections of the Revised Code to enact the _Save Women-s Sports Act_ to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex. ","(NLU)'College' => 'Education', 'Male' => 'None', 'Sex' => 'Unknown', 'Female' => 'None', 'Pleading' => 'None'"
OH-HB528-Y2020,Jobs,"Amends law relating to insurers being credited for reinsurance. ","To amend sections of the Revised Code to amend the law related to insurers receiving credit for reinsurance. ","(NLU)'Reinsurance' => 'None', 'Insurance' => 'None', 'Actuarial science' => 'Jobs', 'United States' => 'Location', 'Financial reinsurance' => 'None'"
OH-HB529-Y2020,None,"Audit performance of schools with academic distress commissions. ","To require one-time performance audits of school districts with a current academic distress commission. ","(NLU)'Auditing' => 'None', 'Audit' => 'None', 'Financial audit' => 'None', 'High school' => 'Education', 'External auditor' => 'None'"
OH-HB53-Y2019,Transportation,"Designate PFC George Dennis McClelland Memorial Highway. ","To enact section of the Revised Code to designate a portion of State Route 152 in Jefferson County as the _PFC George Dennis McClelland Memorial Highway._. ","(NLU)'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Motorway' => 'Transportation', 'Freeway' => 'Transportation', 'Autobahn' => 'Transportation'"
OH-HB530-Y2020,Jobs,"Regards state retirement system fiduciary duties/fees/pay. ","To amend section and to enact sections of the Revised Code regarding state retirement system fiduciary duties, Public Employees Retirement System management fees and employee pay, and creating the Committee on Pension Salaries and Fees. ","(NLU)'Board of directors' => 'None', 'Fiduciary' => 'None', 'Trustee' => 'None', 'Trust law' => 'None', 'Investment' => 'Jobs'"
OH-HB531-Y2020,Jobs,"Audit JobsOhio/include enterprise acquisition project. ","To amend sections and to enact section of the Revised Code to establish that JobsOhio must submit to audits by the Auditor of State, and that an audit of JobsOhio must include an audit of the revenues, receipts, and expenditures of JobsOhio associated with the enterprise acquisition project. ","(NLU)'Financial audit' => 'None', 'Certified Public Accountant' => 'None', 'Auditing' => 'None', 'Audit' => 'None', 'Corporate governance' => 'Jobs'"
OH-HB532-Y2020,None,"Adopt standards for mental health education. ","To amend sections of the Revised Code and to amend Sections of H.B. 166 of the 133rd General Assembly to require the State Board of Education to adopt standards for mental health education, to permit school districts to include mental health education in their curriculum, and to make an appropriation. ","(NLU)'High school' => 'Education', 'School district' => 'Education', 'School' => 'Education', 'Curriculum' => 'Education', 'College' => 'Education'"
OH-HB533-Y2020,None,"Address women-s policy and research. ","To amend section and to enact sections of the Revised Code to create the Women-s Policy and Research Commission and the Women-s Policy and Research Center, to specify their powers and duties, and to make an appropriation. ","(NLU)'Member of Parliament' => 'None', 'United States House of Representatives' => 'None', 'Public policy' => 'None', 'Government' => 'None', 'Policy analysis' => 'Unknown'"
OH-HB534-Y2020,Healthcare,"Regards identifying information in workers- comp claims. ","To amend sections of the Revised Code regarding identifying information in the medical management of workers- compensation claims. ","(NLU)'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Medicine' => 'Healthcare', 'Managed care' => 'Healthcare', 'Healthcare' => 'Healthcare'"
OH-HB535-Y2020,None,"Prohibit discrimination based on hair texture and styles. ","To amend sections and to enact section of the Revised Code to enact the Creating a Respectful and Open World for Natural Hair (CROWN) Act to prohibit discrimination against an individual based on hair texture and protective hair styles. ","(NLU)'High school' => 'Education', 'School types' => 'Education', 'Secondary education' => 'Education', 'College' => 'Education', 'School' => 'Education'"
OH-HB536-Y2020,Jobs,"Regards state benefit eligibility if relocate call center abroad. ","To enact sections of the Revised Code to enact the Consumer Protection Call Center Act regarding the eligibility of employers that relocate a call center to a foreign country to receive state grants, loans, and other benefits. ","(NLU)'Employment' => 'Jobs', 'U.S. state' => 'None', 'Government agency' => 'None', 'United States' => 'Location', 'Thermodynamics' => 'None'"
OH-HB537-Y2020,Jobs,"Create Fallen Timbers Battlefield license plate. ","To amend section and to enact section of the Revised Code to create the _Fallen Timbers Battlefield_ license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB538-Y2020,Healthcare,"Prohibit abortions based upon condition precedent. ","To enact sections of the Revised Code to enact the Human Life Protection Act to prohibit abortions based upon a condition precedent. ","(NLU)'Pregnancy' => 'Healthcare', 'Abortion' => 'Healthcare', 'Fetus' => 'Healthcare', 'Childbirth' => 'Healthcare', 'Fertility' => 'Healthcare'"
OH-HB539-Y2020,Safety,"Permit township police to enforce traffic laws on interstates. ","To amend sections of the Revised Code to permit a township police officer who serves a population between 5,000 and 50,000 to enforce specified traffic offenses on certain interstate highways if authorized by that township-s board of trustees. ","(NLU)'Constable' => 'None', 'Police' => 'Safety', 'Interstate Highway System' => 'Transportation', 'Criminal law' => 'None', 'Crime' => 'Safety'"
OH-HB54-Y2019,None,"Increase tax revenue allocated to the Local Government Fund. ","To amend section of the Revised Code to increase the proportion of state tax revenue allocated to the Local Government Fund from % to % beginning July 1, 2019. ","(NLU)'Revise' => 'Unknown'"
OH-HB540-Y2020,None,"Create automated voter registration and verification. ","To amend ; to enact new ; and to repeal section of the Revised Code to create an automated voter registration and verification system. ","(NLU)'Elections' => 'None', 'Voter turnout' => 'None', 'Voter registration' => 'None', 'Referendum' => 'None', 'General election' => 'None'"
OH-HB541-Y2020,None,"Regards valuation adjustments for destroyed or injured property. ","To amend section of the Revised Code regarding valuation adjustments for destroyed or injured property. ","(NLU)'Property' => 'None', 'Tax' => 'None', 'Ownership' => 'None', 'Oath' => 'None', 'Title' => 'None'"
OH-HB542-Y2020,Healthcare,"Revise OPFPF disability determination procedures. ","To amend section of the Revised Code to revise Ohio Police and Fire Pension Fund disability determination procedures. ","(NLU)'Physical examination' => 'Healthcare', 'Medical record' => 'Healthcare', 'Evidence' => 'None'"
OH-HB543-Y2020,Healthcare,"Regards Uniform Duties to Incapacitated Persons Act/identifiers. ","To amend sections of the Revised Code regarding the Uniform Duties to Incapacitated Persons Act and identifying devices. ","(NLU)'Emergency medical services' => 'Healthcare', 'Medicine' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Paramedic' => 'Healthcare', 'Ambulance' => 'Healthcare'"
